,phrase,label,sentiment,subjectivity,language,count
Elektroauto,Elektroauto,MISC,,,de,1
D… Das zweite Update,D… Das zweite Update,MISC,,,de,1
Chance auf weiße Weihnachten,Chance auf weiße Weihnachten,MISC,,,de,1
amerikanischen Englisch,amerikanischen Englisch,MISC,,,de,1
Lesen Sie jetzt „Winterzauber und Glättegefahr,Lesen Sie jetzt „Winterzauber und Glättegefahr,MISC,,,de,1
Zur Weihnachtszeit,Zur Weihnachtszeit,MISC,,,de,1
Frostige Weihnachtstage,Frostige Weihnachtstage,MISC,,,de,1
Lesen Sie jetzt „Frostige Weihnachtstage,Lesen Sie jetzt „Frostige Weihnachtstage,MISC,,,de,1
Promises to keep,Promises to keep,MISC,,,de,1
US-amerikanischen,US-amerikanischen,MISC,,,de,1
Hoffnung auf weiße Weihnachten,Hoffnung auf weiße Weihnachten,MISC,,,de,1
An Heiligabend,An Heiligabend,MISC,,,de,1
Irre Geschichte,Irre Geschichte,MISC,,,de,1
Der Winter reißt,Der Winter reißt,MISC,,,de,1
Lesen Sie jetzt „Milder vierter Advent,Lesen Sie jetzt „Milder vierter Advent,MISC,,,de,1
Alarm des Ski-Bosses,Alarm des Ski-Bosses,MISC,,,de,1
Advent - Vor der Frost-Welle,Advent - Vor der Frost-Welle,MISC,,,de,1
Lesen Sie jetzt „Norddeutschland,Lesen Sie jetzt „Norddeutschland,MISC,,,de,1
Lesen Sie jetzt „Warten auf Winter,Lesen Sie jetzt „Warten auf Winter,MISC,,,de,1
Kunstschnee-Produktion beho…,Kunstschnee-Produktion beho…,MISC,,,de,1
My little horse must think it queerTo stop without a farm…,My little horse must think it queerTo stop without a farm…,MISC,,,de,1
Lesen Sie jetzt „Wochenende,Lesen Sie jetzt „Wochenende,MISC,,,de,1
Wetter-Zweiteilung,Wetter-Zweiteilung,MISC,,,de,1
DeutschlandsGlatte,DeutschlandsGlatte,MISC,,,de,1
Die Vorboten des Winters,Die Vorboten des Winters,MISC,,,de,1
Lesen Sie jetzt „Kälte und Glätte,Lesen Sie jetzt „Kälte und Glätte,MISC,,,de,1
Lesen Sie jetzt „Vorsicht,Lesen Sie jetzt „Vorsicht,MISC,,,de,1
Lesen Sie jetzt „Auf Glatteis,Lesen Sie jetzt „Auf Glatteis,MISC,,,de,1
Frostig-winterliche Tage,Frostig-winterliche Tage,MISC,,,de,1
Lesen Sie jetzt „Frost und Schnee - Glättegefahr,Lesen Sie jetzt „Frost und Schnee - Glättegefahr,MISC,,,de,1
Lesen Sie jetzt „Schnee und Glatteis - Straßen,Lesen Sie jetzt „Schnee und Glatteis - Straßen,MISC,,,de,1
Lesen Sie jetzt „Blitzeis,Lesen Sie jetzt „Blitzeis,MISC,,,de,1
Tote in der Oberpfalz,Tote in der Oberpfalz,MISC,,,de,1
Tag vor weiterem Sch…,Tag vor weiterem Sch…,MISC,,,de,1
Gl…,Gl…,MISC,,,de,1
Nacht z…,Nacht z…,MISC,,,de,1
Tote in Bayern,Tote in Bayern,MISC,,,de,1
Lesen Sie jetzt „Mittelhessen,Lesen Sie jetzt „Mittelhessen,MISC,,,de,1
Lesen Sie jetzt „Unfälle wegen Glätte - Streufahrzeug,Lesen Sie jetzt „Unfälle wegen Glätte - Streufahrzeug,MISC,,,de,1
Lesen Sie jetzt „Erneut Glatteis möglich - Bayern,Lesen Sie jetzt „Erneut Glatteis möglich - Bayern,MISC,,,de,1
Lesen Sie jetzt „Kein Verkehrschaos trotz Schneefalls,Lesen Sie jetzt „Kein Verkehrschaos trotz Schneefalls,MISC,,,de,1
Die Hamburger S-Bahn,Die Hamburger S-Bahn,MISC,,,de,1
Vier Tote bei Unfällen nach Schneechaos,Vier Tote bei Unfällen nach Schneechaos,MISC,,,de,1
Lesen Sie jetzt „Nach Wintereinbruch,Lesen Sie jetzt „Nach Wintereinbruch,MISC,,,de,1
hi…,hi…,MISC,,,de,1
Bei Schneefall und Minusgraden,Bei Schneefall und Minusgraden,MISC,,,de,1
Fe,Fe,MISC,,,de,1
Lesen Sie jetzt „Über 20 Glätte-Unfälle,Lesen Sie jetzt „Über 20 Glätte-Unfälle,MISC,,,de,1
Ein Vorgeschmack des Winters,Ein Vorgeschmack des Winters,MISC,,,de,1
Wetter - Vier Tote bei Glätte-Unfällen,Wetter - Vier Tote bei Glätte-Unfällen,MISC,,,de,1
Trüber Tag,Trüber Tag,MISC,,,de,1
Lesen Sie jetzt „Trüber Tag,Lesen Sie jetzt „Trüber Tag,MISC,,,de,1
Winterwetter im Herbst,Winterwetter im Herbst,MISC,,,de,1
Lesen Sie jetzt „Wintereinbruch im November -,Lesen Sie jetzt „Wintereinbruch im November -,MISC,,,de,1
Freistaat,Freistaat,MISC,-0.016666666666666666,0.0,de,1
Lesen Sie jetzt „Auto gerät ins Schleudern – Mann,Lesen Sie jetzt „Auto gerät ins Schleudern – Mann,MISC,,,de,1
"Lesen Sie jetzt „Neuschnee, Frost","Lesen Sie jetzt „Neuschnee, Frost",MISC,,,de,1
Lesen Sie jetzt „Trübe Mitte der Woche – Frostiger Start,Lesen Sie jetzt „Trübe Mitte der Woche – Frostiger Start,MISC,,,de,1
Lesen Sie jetzt „Glätte bremst Laster,Lesen Sie jetzt „Glätte bremst Laster,MISC,,,de,1
Lesen Sie jetzt „Frostige Temperaturen - Schneeproduktion,Lesen Sie jetzt „Frostige Temperaturen - Schneeproduktion,MISC,,,de,1
Minusgrade in der Nacht,Minusgrade in der Nacht,MISC,,,de,1
Lesen Sie jetzt „Der Frost,Lesen Sie jetzt „Der Frost,MISC,,,de,1
Lesen Sie jetzt „Wintereinbruch im Südosten,Lesen Sie jetzt „Wintereinbruch im Südosten,MISC,,,de,1
Frostige Nächte - Sonne,Frostige Nächte - Sonne,MISC,,,de,1
Lesen Sie jetzt „Frostige Nächte - Sonne,Lesen Sie jetzt „Frostige Nächte - Sonne,MISC,,,de,1
Lesen Sie jetzt „Viel Schnee und eisige Nächte,Lesen Sie jetzt „Viel Schnee und eisige Nächte,MISC,,,de,1
Ganz schön weiß - Schneefälle,Ganz schön weiß - Schneefälle,MISC,,,de,1
Schnee und Frost,Schnee und Frost,MISC,,,de,1
Lesen Sie jetzt „Zahlreiche Unfälle auf glatten Straßen,Lesen Sie jetzt „Zahlreiche Unfälle auf glatten Straßen,MISC,,,de,1
Schneefall verursacht Chaos,Schneefall verursacht Chaos,MISC,,,de,1
Kälte und Niederschlag,Kälte und Niederschlag,MISC,,,de,1
Rat der dortigen Polizei,Rat der dortigen Polizei,MISC,,,de,1
Tempo 80,Tempo 80,MISC,,,de,1
Lesen Sie jetzt „Glätte überrascht Autofahrer,Lesen Sie jetzt „Glätte überrascht Autofahrer,MISC,,,de,1
Wind und Sonne,Wind und Sonne,MISC,,,de,1
Winterliche Aussichten für,Winterliche Aussichten für,MISC,,,de,1
Beschneiungsleistung,Beschneiungsleistung,MISC,,,de,1
Lesen Sie jetzt „Frühstart in den Schnee - Skipässe,Lesen Sie jetzt „Frühstart in den Schnee - Skipässe,MISC,,,de,1
Erste Schwünge,Erste Schwünge,MISC,,,de,1
Minusgrade,Minusgrade,MISC,,,de,1
Lesen Sie jetzt „Eisige Temperaturen und Glatteis,Lesen Sie jetzt „Eisige Temperaturen und Glatteis,MISC,,,de,1
Lesen Sie jetzt „Bis minus neun Grad – Glatteis,Lesen Sie jetzt „Bis minus neun Grad – Glatteis,MISC,,,de,1
winterlich-kalt,winterlich-kalt,MISC,,,de,1
Tag über stark bewölkt,Tag über stark bewölkt,MISC,,,de,1
Lesen Sie jetzt „Grau,Lesen Sie jetzt „Grau,MISC,,,de,1
Survivaldrama „Arctic,Survivaldrama „Arctic,MISC,,,de,1
Nikolaustag,Nikolaustag,MISC,,,de,1
Frost und,Frost und,MISC,,,de,1
hochtourigen Zeit,hochtourigen Zeit,MISC,,,de,1
Schneeschieben,Schneeschieben,MISC,0.0,0.0,de,1
Nebel,Nebel,MISC,0.0,0.0,de,1
Deutschen Wette,Deutschen Wette,MISC,,,de,1
Schmierzug,Schmierzug,MISC,,,de,1
Lesen Sie jetzt „Was Sie über den Winterdienst,Lesen Sie jetzt „Was Sie über den Winterdienst,MISC,,,de,1
Weiße Weihnacht,Weiße Weihnacht,MISC,,,de,1
Ein graues zweites Adventswochenende,Ein graues zweites Adventswochenende,MISC,,,de,1
Fü… [+3035 chars,Fü… [+3035 chars,MISC,,,de,1
Wir…,Wir…,MISC,,,de,1
I,I,MISC,,,de,1
Amtliche Glättewarnung,Amtliche Glättewarnung,MISC,,,de,1
Rut,Rut,MISC,,,de,1
Der Tag in Berlin,Der Tag in Berlin,MISC,,,de,1
Regnerisches Nikolauswochenende,Regnerisches Nikolauswochenende,MISC,,,de,1
Das schwarz-gelbe Absperrband,Das schwarz-gelbe Absperrband,MISC,,,de,1
Langlauf-Weltcup,Langlauf-Weltcup,MISC,,,de,1
SkiSicherheitsriskio Limbaga,SkiSicherheitsriskio Limbaga,MISC,,,de,1
IMAGO,IMAGO,MISC,,,de,1
norditalienischen,norditalienischen,MISC,,,de,1
Lesen Sie jetzt „Dichter Nebel,Lesen Sie jetzt „Dichter Nebel,MISC,,,de,1
Das schmutzige Geheimnis der Skipisten,Das schmutzige Geheimnis der Skipisten,MISC,,,de,1
Wintersport-Wochenendes,Wintersport-Wochenendes,MISC,,,de,1
Lesen Sie jetzt „Leichter Frost,Lesen Sie jetzt „Leichter Frost,MISC,,,de,1
Frieda,Frieda,MISC,,,de,1
"Lesen Sie jetzt „""Frieda","Lesen Sie jetzt „""Frieda",MISC,,,de,1
Lesen Sie jetzt „Nach mildem Start,Lesen Sie jetzt „Nach mildem Start,MISC,,,de,1
Deutschem Wetter,Deutschem Wetter,MISC,,,de,1
Lesen Sie jetzt „Frostige Nächte – Warnung vor Glätte,Lesen Sie jetzt „Frostige Nächte – Warnung vor Glätte,MISC,,,de,1
Frostige Nächte – Warnung,Frostige Nächte – Warnung,MISC,,,de,1
Lesen Sie jetzt „Wolken und morgendlicher Frost,Lesen Sie jetzt „Wolken und morgendlicher Frost,MISC,,,de,1
Tag in,Tag in,MISC,,,de,1
Lesen Sie jetzt „Frost in Sachsen-Anhalt,Lesen Sie jetzt „Frost in Sachsen-Anhalt,MISC,,,de,1
Frost im Harz,Frost im Harz,MISC,,,de,1
Tag über leichten Dauerfrost,Tag über leichten Dauerfrost,MISC,,,de,1
Lesen Sie jetzt „Viele,Lesen Sie jetzt „Viele,MISC,,,de,1
Das Glatteis,Das Glatteis,MISC,,,de,1
Deutsc…,Deutsc…,MISC,,,de,1
Ein Mix aus Frost und Regen,Ein Mix aus Frost und Regen,MISC,,,de,1
Der Advent,Der Advent,MISC,,,de,1
Lesen Sie jetzt „Adventswochenende in Thüringen,Lesen Sie jetzt „Adventswochenende in Thüringen,MISC,,,de,1
Wo Regen auf gefrorenen Boden,Wo Regen auf gefrorenen Boden,MISC,,,de,1
Nacht auf Samstag - Glatteis-Alarm,Nacht auf Samstag - Glatteis-Alarm,MISC,,,de,1
U…,U…,MISC,,,de,1
Minusgraden auf dem …,Minusgraden auf dem …,MISC,,,de,1
Lesen Sie jetzt „Lastwagen,Lesen Sie jetzt „Lastwagen,MISC,,,de,1
Jahr auf weiße Weihnachten,Jahr auf weiße Weihnachten,MISC,,,de,1
Kein Glühwein-Wetter,Kein Glühwein-Wetter,MISC,,,de,1
Ersten Advent,Ersten Advent,MISC,,,de,1
Lesen Sie jetzt „Winter beginnt mild,Lesen Sie jetzt „Winter beginnt mild,MISC,,,de,1
Lesen Sie jetzt „Erster Advent,Lesen Sie jetzt „Erster Advent,MISC,,,de,1
Lesen Sie jetzt „Mildes und trockenes Wetter,Lesen Sie jetzt „Mildes und trockenes Wetter,MISC,,,de,1
Lesen Sie jetzt „Kalter Wochenstart,Lesen Sie jetzt „Kalter Wochenstart,MISC,,,de,1
Montag ble…,Montag ble…,MISC,,,de,1
Massen-Crash,Massen-Crash,MISC,,,de,1
Serien-Remake,Serien-Remake,MISC,,,de,1
Black Mirror,Black Mirror,MISC,,,de,1
Bayern-Wetter,Bayern-Wetter,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Vereinzelt fällt Schnee,Lesen Sie jetzt „Vereinzelt fällt Schnee,MISC,,,de,1
europäische,europäische,MISC,,,de,1
Heiliga,Heiliga,MISC,,,de,1
Lesen Sie jetzt „Teilweise noch Glatteisgefahr - Entspannung,Lesen Sie jetzt „Teilweise noch Glatteisgefahr - Entspannung,MISC,,,de,1
Ski-Umfälle,Ski-Umfälle,MISC,,,de,1
Lesen Sie jetzt „Glatteis bremst Pendler,Lesen Sie jetzt „Glatteis bremst Pendler,MISC,,,de,1
Sprührege,Sprührege,MISC,,,de,1
Lesen Sie jetzt „Wegen Glatteis-Warnung,Lesen Sie jetzt „Wegen Glatteis-Warnung,MISC,,,de,1
Lesen Sie jetzt „Eisregen,Lesen Sie jetzt „Eisregen,MISC,,,de,1
Zwei junge Männer,Zwei junge Männer,MISC,,,de,1
Lesen Sie jetzt „Glatteis - Unwetterwarnung,Lesen Sie jetzt „Glatteis - Unwetterwarnung,MISC,,,de,1
Lesen Sie jetzt „Leere Klassenzimmer,Lesen Sie jetzt „Leere Klassenzimmer,MISC,,,de,1
Liveblog zu Frost und Eis,Liveblog zu Frost und Eis,MISC,,,de,1
Lesen Sie jetzt „Nach der Glätte,Lesen Sie jetzt „Nach der Glätte,MISC,,,de,1
Lesen Sie jetzt „Am Montag Glättegefahr,Lesen Sie jetzt „Am Montag Glättegefahr,MISC,,,de,1
R17,R17,MISC,,,de,1
nu…,nu…,MISC,,,de,1
Das schlimmste Glatteis,Das schlimmste Glatteis,MISC,,,de,1
Bild»-Zeitung,Bild»-Zeitung,MISC,,,de,1
Tagesverlauf wi…,Tagesverlauf wi…,MISC,,,de,1
Lesen Sie jetzt „Milde Tage nach Frost,Lesen Sie jetzt „Milde Tage nach Frost,MISC,,,de,1
Lesen Sie jetzt „Glatteis:,Lesen Sie jetzt „Glatteis:,MISC,,,de,1
Rebus Kopiere,Rebus Kopiere,MISC,,,de,1
Portals V…,Portals V…,MISC,,,de,1
Ski-Gebiete,Ski-Gebiete,MISC,,,de,1
Mildere Witterung statt Eis,Mildere Witterung statt Eis,MISC,,,de,1
Lesen Sie jetzt „Nach Glätte am Morgen - Busverkehr,Lesen Sie jetzt „Nach Glätte am Morgen - Busverkehr,MISC,,,de,1
Stürze auf Glatteis,Stürze auf Glatteis,MISC,,,de,1
Glatteis auf Gehwegen,Glatteis auf Gehwegen,MISC,,,de,1
Lesen Sie jetzt „Unwetterwarnung für Westen des Landes,Lesen Sie jetzt „Unwetterwarnung für Westen des Landes,MISC,,,de,1
S-Bahn-Fahrt,S-Bahn-Fahrt,MISC,,,de,1
Blitzeis in der Nacht und am Morgen,Blitzeis in der Nacht und am Morgen,MISC,,,de,1
Lesen Sie jetzt „Wenige Unfälle durch Glatteis am Morgen,Lesen Sie jetzt „Wenige Unfälle durch Glatteis am Morgen,MISC,,,de,1
Die Unwetterwarnung,Die Unwetterwarnung,MISC,,,de,1
Das Blitzeis in der Nacht und am Morgen,Das Blitzeis in der Nacht und am Morgen,MISC,,,de,1
Se…,Se…,MISC,,,de,1
Lesen Sie jetzt „Winterdienst in,Lesen Sie jetzt „Winterdienst in,MISC,,,de,1
Die Unwetterwarnung wegen Glatteis,Die Unwetterwarnung wegen Glatteis,MISC,,,de,1
Lesen Sie jetzt „Verkehrsminister zu Wetter,Lesen Sie jetzt „Verkehrsminister zu Wetter,MISC,,,de,1
Lesen Sie jetzt „Auf Winterwochenende,Lesen Sie jetzt „Auf Winterwochenende,MISC,,,de,1
Pinguin-Gang,Pinguin-Gang,MISC,,,de,1
"Lesen Sie jetzt „Nach Sturm ""Elli","Lesen Sie jetzt „Nach Sturm ""Elli",MISC,,,de,1
wei…,wei…,MISC,,,de,1
Lesen Sie jetzt „Test spontan,Lesen Sie jetzt „Test spontan,MISC,,,de,1
ukrainische,ukrainische,MISC,,,de,1
russischen,russischen,MISC,,,de,1
Schneefall:,Schneefall:,MISC,,,de,1
Ostfriesischen,Ostfriesischen,MISC,,,de,1
Lesen Sie jetzt „Zahlreiche Unfälle,Lesen Sie jetzt „Zahlreiche Unfälle,MISC,,,de,1
"Lesen Sie jetzt „Norddeutschland nach Tief ""Elli","Lesen Sie jetzt „Norddeutschland nach Tief ""Elli",MISC,,,de,1
Lesen Sie jetzt „Räumdienste,Lesen Sie jetzt „Räumdienste,MISC,,,de,1
F…,F…,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Knapp 55,Lesen Sie jetzt „Knapp 55,MISC,,,de,1
Lesen Sie jetzt „Dauerfrost und Warnung,Lesen Sie jetzt „Dauerfrost und Warnung,MISC,,,de,1
Lesen Sie jetzt „Nach Schneetreiben,Lesen Sie jetzt „Nach Schneetreiben,MISC,,,de,1
Sonntagvormittag,Sonntagvormittag,MISC,,,de,1
Lesen Sie jetzt „Stürmische Böen und Schneefall,Lesen Sie jetzt „Stürmische Böen und Schneefall,MISC,,,de,1
Winteralltag,Winteralltag,MISC,,,de,1
"Lesen Sie jetzt „""Winterhart","Lesen Sie jetzt „""Winterhart",MISC,,,de,1
Rodelnde Kinder,Rodelnde Kinder,MISC,,,de,1
Lesen Sie jetzt „Linienbus,Lesen Sie jetzt „Linienbus,MISC,,,de,1
Spr,Spr,MISC,,,de,1
Hauptstrec,Hauptstrec,MISC,,,de,1
"Klirrende Kälte, Eis und Schnee","Klirrende Kälte, Eis und Schnee",MISC,,,de,1
"Lesen Sie jetzt „Klirrende Kälte, Eis und Schnee","Lesen Sie jetzt „Klirrende Kälte, Eis und Schnee",MISC,,,de,1
Schulbusverkehr,Schulbusverkehr,MISC,,,de,1
Sturm bei ruhigem Sonne,Sturm bei ruhigem Sonne,MISC,,,de,1
Lesen Sie jetzt „Auf freundlich-kalten Sonntag,Lesen Sie jetzt „Auf freundlich-kalten Sonntag,MISC,,,de,1
Auf Sturmtief «Elli,Auf Sturmtief «Elli,MISC,,,de,1
Nach kaltem Sonntag,Nach kaltem Sonntag,MISC,,,de,1
Lesen Sie jetzt „Spaß im Schnee,Lesen Sie jetzt „Spaß im Schnee,MISC,,,de,1
Lesen Sie jetzt „Teils,Lesen Sie jetzt „Teils,MISC,,,de,1
Lesen Sie jetzt „Eisige Nacht,Lesen Sie jetzt „Eisige Nacht,MISC,,,de,1
Eisige Nacht,Eisige Nacht,MISC,,,de,1
"Lesen Sie jetzt „Nach ""Elli","Lesen Sie jetzt „Nach ""Elli",MISC,,,de,1
Lesen Sie jetzt „Heftiger Schneefall: Super-G,Lesen Sie jetzt „Heftiger Schneefall: Super-G,MISC,,,de,1
Regional g…,Regional g…,MISC,,,de,1
Wer…,Wer…,MISC,,,de,1
Aufenthaltszügen,Aufenthaltszügen,MISC,,,de,1
Straßenbahn-Verkehr,Straßenbahn-Verkehr,MISC,,,de,1
Deutschem,Deutschem,MISC,,,de,1
Rechte & Pflichten,Rechte & Pflichten,MISC,,,de,1
Glatteis und Schneefall,Glatteis und Schneefall,MISC,,,de,1
Schneechaos am Morgen,Schneechaos am Morgen,MISC,,,de,1
Lesen Sie jetzt „Linienausfälle,Lesen Sie jetzt „Linienausfälle,MISC,,,de,1
Rekord-Teilnehmer,Rekord-Teilnehmer,MISC,,,de,1
NFL-Krimi,NFL-Krimi,MISC,,,de,1
Super Bowl,Super Bowl,MISC,,,de,1
Eisregen und Schneefall,Eisregen und Schneefall,MISC,,,de,1
Lesen Sie jetzt „Leichtverletzte und Blechschäden bei Glätte-Unfällen,Lesen Sie jetzt „Leichtverletzte und Blechschäden bei Glätte-Unfällen,MISC,,,de,1
Lesen Sie jetzt „Gefrierregen,Lesen Sie jetzt „Gefrierregen,MISC,,,de,1
Na…,Na…,MISC,0.0,0.0,de,1
Stundenlange Staus,Stundenlange Staus,MISC,,,de,1
Lesen Sie jetzt „Glätte und Eisregen,Lesen Sie jetzt „Glätte und Eisregen,MISC,,,de,1
Lesen Sie jetzt „Wochenstart,Lesen Sie jetzt „Wochenstart,MISC,,,de,1
Wintersturm,Wintersturm,MISC,0.0,0.0,de,1
Der heftige Wintersturm,Der heftige Wintersturm,MISC,,,de,1
Lesen Sie jetzt „Glätte und Schneefall,Lesen Sie jetzt „Glätte und Schneefall,MISC,,,de,1
Lesen Sie jetzt „In diesen Regionen,Lesen Sie jetzt „In diesen Regionen,MISC,,,de,1
Was Autofahrer und Fußgänger,Was Autofahrer und Fußgänger,MISC,,,de,1
Rodeltour,Rodeltour,MISC,,,de,1
Knackiger Frost,Knackiger Frost,MISC,,,de,1
Lesen Sie jetzt „Geschlossene Schneedecke,Lesen Sie jetzt „Geschlossene Schneedecke,MISC,,,de,1
Lesen Sie jetzt „Spott im Netz,Lesen Sie jetzt „Spott im Netz,MISC,,,de,1
ma…,ma…,MISC,,,de,1
LNG-Lieferanten,LNG-Lieferanten,MISC,,,de,1
Lesen Sie jetzt „Würzburg,Lesen Sie jetzt „Würzburg,MISC,,,de,1
Sch…,Sch…,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Neuschnee und Glätte,Lesen Sie jetzt „Neuschnee und Glätte,MISC,,,de,1
Champions League,Champions League,MISC,,,de,1
Ski-Rennen,Ski-Rennen,MISC,,,de,1
Lesen Sie jetzt „Gefrierender Regen,Lesen Sie jetzt „Gefrierender Regen,MISC,,,de,1
Geist der Berge,Geist der Berge,MISC,,,de,1
Eisige Kälte,Eisige Kälte,MISC,,,de,1
Winter-Chaos,Winter-Chaos,MISC,,,de,1
Lesen Sie jetzt „Lastwagen stecken,Lesen Sie jetzt „Lastwagen stecken,MISC,,,de,1
Spieglein auf der Straße,Spieglein auf der Straße,MISC,,,de,1
Lesen Sie jetzt „Sonnenschein und strenger Frost,Lesen Sie jetzt „Sonnenschein und strenger Frost,MISC,,,de,1
E-Gelenkbusse,E-Gelenkbusse,MISC,,,de,1
Jahr Kälte,Jahr Kälte,MISC,,,de,1
Lesen Sie jetzt „Hannover,Lesen Sie jetzt „Hannover,MISC,,,de,1
Lesen Sie jetzt „Frost am Morgen und tagsüber viel Sonne,Lesen Sie jetzt „Frost am Morgen und tagsüber viel Sonne,MISC,,,de,1
A42,A42,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Sonniger Wochenstart,Lesen Sie jetzt „Sonniger Wochenstart,MISC,,,de,1
Lesen Sie jetzt „Sonnige Wintertage mit Frost,Lesen Sie jetzt „Sonnige Wintertage mit Frost,MISC,,,de,1
Lesen Sie jetzt „Sonne und frostige Nächte,Lesen Sie jetzt „Sonne und frostige Nächte,MISC,,,de,1
De…,De…,MISC,,,de,1
Lesen Sie jetzt „Süddeutschland,Lesen Sie jetzt „Süddeutschland,MISC,,,de,1
Lesen Sie jetzt „Kalte Nächte,Lesen Sie jetzt „Kalte Nächte,MISC,,,de,1
Lesen Sie jetzt „Bis elf Grad und Sonne,Lesen Sie jetzt „Bis elf Grad und Sonne,MISC,,,de,1
Auto- und Lkw-Fahrer,Auto- und Lkw-Fahrer,MISC,,,de,1
Verkehrssicherheits-Experte,Verkehrssicherheits-Experte,MISC,,,de,1
Die Hamburger Busbetreiber,Die Hamburger Busbetreiber,MISC,,,de,1
Mercedes-Benz eCit,Mercedes-Benz eCit,MISC,,,de,1
Lesen Sie jetzt „Frostschäden bremsen Verkehr,Lesen Sie jetzt „Frostschäden bremsen Verkehr,MISC,,,de,1
Star-Influencerin Bianca,Star-Influencerin Bianca,MISC,,,de,1
Lesen Sie jetzt „Frost und Tauwetter,Lesen Sie jetzt „Frost und Tauwetter,MISC,,,de,1
Lesen Sie jetzt „Schnee und Eis: Große Probleme im Berufsverkehr,Lesen Sie jetzt „Schnee und Eis: Große Probleme im Berufsverkehr,MISC,,,de,1
Lesen Sie jetzt „Neuschnee und Frost,Lesen Sie jetzt „Neuschnee und Frost,MISC,,,de,1
Lesen Sie jetzt „Eisige Woche,Lesen Sie jetzt „Eisige Woche,MISC,,,de,1
Nacht zu kei…,Nacht zu kei…,MISC,,,de,1
Temperaturen</li><li,Temperaturen</li><li,MISC,,,de,1
mittelfränkischen,mittelfränkischen,MISC,,,de,1
Wetter-Alarm,Wetter-Alarm,MISC,,,de,1
Nachmitt,Nachmitt,MISC,,,de,1
Eisige Minusgrade,Eisige Minusgrade,MISC,,,de,1
Lesen Sie jetzt „Feuer trifft Frost,Lesen Sie jetzt „Feuer trifft Frost,MISC,,,de,1
Tote und Verletzte,Tote und Verletzte,MISC,,,de,1
sa…,sa…,MISC,,,de,1
Lesen Sie jetzt „Frost und Verkehr reißen Löcher,Lesen Sie jetzt „Frost und Verkehr reißen Löcher,MISC,,,de,1
Lesen Sie jetzt „Kaum Unfälle trotz Glatteiswarnung,Lesen Sie jetzt „Kaum Unfälle trotz Glatteiswarnung,MISC,,,de,1
Lesen Sie jetzt „Drei Tote bei Unfallserie,Lesen Sie jetzt „Drei Tote bei Unfallserie,MISC,,,de,1
Das Winterwetter,Das Winterwetter,MISC,,,de,1
Lesen Sie jetzt „Zwei Stadtbahnen,Lesen Sie jetzt „Zwei Stadtbahnen,MISC,,,de,1
Kälteste Weihnachten,Kälteste Weihnachten,MISC,,,de,1
Der Winter hat Deutschland,Der Winter hat Deutschland,MISC,,,de,1
Lesen Sie jetzt „Unfälle und Sperrungen,Lesen Sie jetzt „Unfälle und Sperrungen,MISC,,,de,1
Lesen Sie jetzt „Busunfall,Lesen Sie jetzt „Busunfall,MISC,,,de,1
News5,News5,MISC,,,de,1
Gesamtschaden,Gesamtschaden,MISC,,,de,1
Lesen Sie jetzt „Toter und Schwerverletzter auf schneebedeckter Straße,Lesen Sie jetzt „Toter und Schwerverletzter auf schneebedeckter Straße,MISC,,,de,1
Winterwetter,Winterwetter,MISC,0.031818181818181815,0.0,de,1
Lesen Sie jetzt „Erste Ski-,Lesen Sie jetzt „Erste Ski-,MISC,,,de,1
Verbre,Verbre,MISC,,,de,1
Lesen Sie jetzt „Sturm,Lesen Sie jetzt „Sturm,MISC,,,de,1
Lesen Sie jetzt „Schneeschauer und Frost,Lesen Sie jetzt „Schneeschauer und Frost,MISC,,,de,1
Lesen Sie jetzt „Zahlreiche Glätte-Unfälle,Lesen Sie jetzt „Zahlreiche Glätte-Unfälle,MISC,,,de,1
Lesen Sie jetzt „Teils Glätte,Lesen Sie jetzt „Teils Glätte,MISC,,,de,1
Das neue Jahr,Das neue Jahr,MISC,,,de,1
Der Start ins neue Jahr,Der Start ins neue Jahr,MISC,,,de,1
Lesen Sie jetzt „Neujahr,Lesen Sie jetzt „Neujahr,MISC,,,de,1
Polizeileitstellen han…,Polizeileitstellen han…,MISC,,,de,1
Lesen Sie jetzt „Dauerfrost und Schneeverwehungen,Lesen Sie jetzt „Dauerfrost und Schneeverwehungen,MISC,,,de,1
Lesen Sie jetzt „Weiter Winterwetter,Lesen Sie jetzt „Weiter Winterwetter,MISC,,,de,1
Lesen Sie jetzt „Minister:,Lesen Sie jetzt „Minister:,MISC,,,de,1
TTS-Player überspringenArtikel,TTS-Player überspringenArtikel,MISC,,,de,1
Lesen Sie jetzt „Polare,Lesen Sie jetzt „Polare,MISC,,,de,1
Tag über bei…,Tag über bei…,MISC,,,de,1
Lesen Sie jetzt „Minusgrade,Lesen Sie jetzt „Minusgrade,MISC,,,de,1
Lesen Sie jetzt „Schneeschauer und Frost – Wetter,Lesen Sie jetzt „Schneeschauer und Frost – Wetter,MISC,,,de,1
Bei Schnee,Bei Schnee,MISC,,,de,1
Die kälteste Nacht,Die kälteste Nacht,MISC,,,de,1
"Lesen Sie jetzt „""Ski und Rodel","Lesen Sie jetzt „""Ski und Rodel",MISC,,,de,1
Lesen Sie jetzt „Polarluft,Lesen Sie jetzt „Polarluft,MISC,,,de,1
